month_end,Stock1,Stock10,Stock11,Stock14,Stock16,Stock18,Stock19,Stock20,Stock21,Stock22,Stock26,Stock3,Stock30,Stock31,Stock33,Stock34,Stock35,Stock38,Stock39,Stock4,Stock40,Stock41,Stock43,Stock44,Stock46,Stock47,Stock49,Stock5,Stock50,Stock54,Stock56,Stock59,Stock6,Stock61,Stock63,Stock64,Stock66,Stock69,Stock7,Stock70,Stock73,Stock75,Stock76,Stock77,Stock78,Stock79,Stock80,Stock81,Stock84,Stock85,Stock86,Stock87,Stock88,Stock9
10/31/2020,-0.098647055,-0.126602593,0.516853436,0.091372979,0.049148144,-0.023252838,0.029391009,-0.069236171,-0.090784057,-0.174272526,-0.333331333,-0.001547091,-0.133878587,-0.030928854,0.005713223,0.098920515,-0.166260131,-0.088041495,-0.055152658,0.05619336,-0.148395427,-0.047534205,-0.124114476,-0.150676979,-0.115106267,0.228570137,-0.055554353,0.045627695,-0.018559645,0.135713808,-0.351469303,-0.040940522,-0.161288743,-0.027775861,0.061260853,-0.134374526,0.153332876,-0.018233733,-0.056644078,-0.105338737,-0.009078202,0.003206921,-0.083950421,-0.089637351,-0.163539713,-0.075007144,0.068014933,-0.081365752,-0.026755339,-0.035116773,-0.077236949,-0.006003013,0.176019703,-0.03831361
11/30/2020,0.282397922,0.25107824,-0.050619061,-0.013077088,0.141458596,0.22365329,0.146214987,0.324406956,0.17304652,0.190953761,2.50E-06,-0.046513429,0.118752407,0.097228823,0.17897909,0.136420895,0.232269617,0.209311098,0.263337601,-0.022283304,-0.115146806,0.276305245,0.094102601,-0.238112113,0.16987127,0.023254839,0.811765384,0.157273008,0.139735052,0.122356564,0.437461597,0.289748472,0.197691932,0.80000068,-0.004958727,0.063466893,0.341039472,0.142074679,-0.008843328,-0.206645653,0.001715968,0.149025671,0.057050188,0.105876969,0.151403084,0.233246052,-0.008420827,0.072351609,0.267685844,0.224297742,0.235865049,0.005712006,0.053963269,0.035060207
12/31/2020,0.009782214,0.131723693,0.036410834,0.032363459,0.041851578,-0.020415112,-0.091335123,0.061148701,0.059512755,0.405061789,2.50E-06,0.016258914,0.0942122,0.181779677,-0.101205114,0.105849303,0.11668552,0.122500425,0.001476508,0.056750217,0.049516469,0.056980909,0.164389104,0.045841958,0.015305108,0.181818752,0.298701799,0.100287801,0.240779961,0.05311122,0.108781081,0.009011169,0.012204716,0.587303372,0.076198358,0.020539058,0.297412004,0.049037325,0.095718851,0.131654492,0.130036031,0.025607222,0.281446391,0.028488943,0.246265912,0.299386838,-0.035029113,0.043609103,0.087659454,-0.037571134,0.044134517,0.044024458,0.092016112,0.050807718
1/31/2021,0.066820557,0.302253858,0.046423413,0.063469802,0.00478972,0.096708805,0.040039729,0.013009812,-0.01855386,0.003002087,0.5000015,0.070401929,-0.035802319,-0.023425873,-0.182308519,-0.031821669,-0.05933932,-0.063870169,0.049400252,-0.011787547,0.055850616,-0.054757196,0.087113395,0.081993917,0.141263326,0.980771697,0.019999859,-0.040220676,0.02615329,0.077320296,0.231916195,0.054714859,0.045049974,0.609999483,0.000150968,0.010375644,-0.136212561,-0.009286531,0.000856658,-0.025557059,0.13631582,0.211398138,0.051708341,0.023846711,-0.162303317,0.036113714,0.151905076,0.0446969,-0.046803463,-0.001020015,0.031959552,-0.004982759,0.047229814,-0.041758964
2/28/2021,0.045403332,0.038836437,-0.076738173,-0.033301868,0.02149827,0.214371772,0.161181219,0.00896692,0.054109363,0.242515637,0.340202005,0.023167931,0.127888651,0.067049381,-0.190163803,-0.034830048,0.120127703,0.053160695,0.030687561,0.012095461,-0.161677772,0.067323986,0.133111807,-0.154986636,-0.004404274,-0.053399069,0.568628257,0.107860347,0.187709501,0.03100126,0.142066897,0.040038831,0.013967147,0.776393098,-0.015051199,-0.051279142,-0.030770742,0.056393964,-0.050313874,-0.177580834,0.026708448,0.091622916,0.208483111,-0.019065996,0.10130543,-0.036443703,0.011495133,0.030945888,0.062058794,0.072612997,0.160538922,0.006543035,0.07543476,0.042048739
3/31/2021,-0.025854109,0.035358437,0.406493785,0.040255734,0.169315138,0.035699389,0.194798811,0.110021942,-0.020564385,-0.096384396,0.333333333,0.04090617,-0.034382856,0.001987892,0.056681209,0.060568483,0.020643052,0.047327317,0.091850133,0.045021996,0.083768398,0.07173027,0.016131385,0.118171935,0.013406277,0.199999376,-0.015625669,0.230975056,0.154388798,0.062394876,0.123493722,0.094188913,0.057685238,-0.083914699,-0.017813545,0.094856865,0.150794323,-0.056918524,0.180734735,0.090975702,0.071969631,0.029708964,0.192446036,-0.002469718,-0.064029976,-0.007476092,0.003901964,0.003762882,0.039148598,0.031126386,0.018063889,0.013485305,-0.02070256,-0.001468435
4/30/2021,0.053991159,0.062649811,-0.070174398,0.006699031,-0.062301644,-0.074364091,0.054922911,-0.060690308,-0.008824426,0.151999906,-2.50E-07,0.056843378,0.147418963,0.081890326,0.022989544,0.046879203,0.148747542,-0.011236566,0.277788105,-0.074732962,-0.067239587,0.056143932,-0.023108208,-0.002255133,0.118730081,-0.068377723,-0.022223048,-0.022545707,-0.008035179,0.059581353,0.152576246,0.289888668,0.110855716,0.767178757,0.007485101,-0.043609407,0.155172362,-0.040315594,-0.068244037,0.073969146,-0.00586514,0.006061404,-0.077750582,-0.033862523,-0.004375911,0.059597725,-0.062660914,0.060357426,-0.028866161,-0.017021663,0.064847195,-0.004196664,-0.025171241,0.087432799
5/31/2021,0.111112623,-0.115659588,0.031778082,0.0746637,0.150771673,0.212698954,0.085351016,0.282856336,0.062122947,-0.04166794,0.068786664,-0.01394311,-0.004819941,-0.027874519,-0.011237823,0.133202645,-0.010605094,0.098353,0.038523061,0.134871259,0.133609045,0.102392607,0.008850406,0.265159703,-0.003096274,-0.142203802,-0.058440636,0.211123252,-0.077449018,0.051691349,-0.08229594,0.028479201,0.00672178,0.129589068,0.063171444,-0.019010782,-0.041790265,0.149735672,0.069299905,0.120174306,0.134053145,0.141699606,-0.083702236,0.041698146,0.065075994,0.237844905,-0.078682826,0.087742986,0.169132669,0.159711794,0.003862556,0.040642063,-0.019070066,-0.033782224
6/30/2021,0.040885784,-0.042129878,-0.003851522,-0.067530544,0.200300132,-0.024815954,0.038115888,-0.077755479,0.031426752,0.033816135,-1.00E-06,-0.041077038,0.031143319,0.00095094,0.083335485,0.011799957,0.054599433,-0.044058366,-0.050504137,-0.041118926,-0.219858564,0.048281549,0.094702539,-0.260282298,0.006770537,0.01069493,-0.206896787,-0.03240615,-0.059921994,0.010792227,-0.026393325,-0.047371193,0.001542479,7.47E-07,-0.040329513,0.051833394,-0.130841066,-0.05947796,0.005368125,-0.287125213,-0.033005341,0.049680551,-0.093077855,-0.039576615,-0.101855985,-0.071015253,-0.016967009,-0.042047496,-0.05197143,-0.01946089,-0.078477338,0.015699464,-0.039822639,-0.050352284
7/31/2021,0.079079298,-0.003383496,-0.038647651,-0.010613691,-0.025717241,-0.086046756,0.021119469,0.035530537,-0.056868749,-0.02102937,0.25,0.070224115,-0.010068481,0.214554803,0.003493549,-0.035417632,0.008055877,0.014369389,0.031029076,-0.076554659,0.104449991,-0.009188487,0.076535539,0.116355513,0.114011017,-0.14814821,0.217392554,-0.08333291,0.121110258,-0.045233973,0.005366075,0.015208142,-0.013844996,0.279157749,0.07892228,0.007046037,0.103943401,-0.0318168,0.031910255,0.143481235,0.035245269,0.071428513,0.162485316,0.01564483,-0.068663348,0.014456966,-0.058768624,-0.02774769,0.005233397,0.049668264,0.147817995,0.014521844,0.170705223,0.021356185
8/31/2021,-0.143100609,0.067653471,0.035176845,0.126844676,-0.036461709,-0.097449671,0.265911852,-0.000367108,0.113338047,0.097852159,-8.00E-07,0.105645292,0.049490454,-0.069461509,0.027873931,0.166559998,0.087882315,0.138520816,0.129502211,-0.036578632,-0.165116688,0.092733798,0.017651345,-0.047858262,0.086062477,1.062110394,0.089285498,0.020433997,-0.15571437,-0.004603435,0.021991691,0.082902118,0.028082803,-0.023918121,0.141392743,-0.006778003,-0.025971705,0.203642173,0.14619756,-0.115365899,0.140474563,0.085759858,-0.050203084,0.130143891,0.094984501,-0.001295016,-0.121189857,0.084273583,0.158469034,0.025411259,-0.005397304,0.099585591,-0.133002094,0.160776647
9/30/2021,-0.010912092,-0.091529098,0.162135534,-0.030778342,-0.085400158,0.153727384,0.059352317,-0.076634617,-0.008069318,-0.006521884,0.1999976,-0.038573458,-0.07622682,-0.24050501,0.416952312,-0.041418641,0.034582947,0.042335541,0.059918124,0.007150535,-0.025376283,-0.030322982,-0.011799707,-0.081398079,0.396574324,-0.09939617,0.098362391,0.054978734,-0.174813918,-0.021946278,0.274244717,0.057743915,0.064318325,-0.052067892,-0.082166432,-0.005356848,-0.150001627,-0.013330492,-0.008490889,-0.121043746,-0.06182922,-0.151933338,-0.208690302,-0.053989614,0.062980249,0.1393359,0.005078501,0.124491281,-0.014196918,-0.028430992,-0.130968338,0.002712327,-0.189120063,-0.102130211
10/31/2021,0.208484746,0.165749145,0.165413276,0.047367644,-0.050165108,0.149557185,-0.030987213,-0.006260988,-0.018304581,-0.015316962,-2.00E-06,0.043826705,-0.05297244,-0.064016167,0.019140136,-0.05515843,-0.0139108,-0.078015281,0.069519897,0.028834256,0.200068935,-0.006567916,0.03862581,0.162474894,-0.10216821,-0.193980201,0.161194538,0.007558879,0.153316751,0.033792947,-0.100970556,0.067120393,-0.058880241,0.054926986,0.004104404,0.006977631,-0.035294671,-0.054125635,0.015329327,0.188606992,-0.087198623,-0.031955972,0.183215644,-0.007331531,0.022281072,0.043177852,0.039133597,-0.008981934,-0.082991046,-0.023520052,0.079396063,-0.058732859,0.073414369,-0.03061351
11/30/2021,0.263538163,-0.040746111,-0.043726574,-0.109379584,-0.067695172,0.03134463,0.17966038,-0.004800296,-0.117130571,0.111110131,-1.60E-06,-0.149614198,0.030091426,-0.023050081,-0.084507182,0.068091193,-0.002319677,-0.037579244,0.153570685,-0.069755065,0.209654115,-0.050197849,-0.092315956,0.313933689,-0.020513828,-0.058087533,0.028275184,-0.027458616,0.022020655,0.051516005,0.03405844,0.167250138,-0.083418225,-0.012251076,0.016711597,0.014200581,0.219511572,-0.042752177,0.086340622,0.232654767,-0.042852664,-0.077895522,0.10209217,-0.166069604,-0.047523824,0.178578987,-0.050923915,-0.06356275,-0.042861164,-0.055331927,0.034024299,-0.0152699,0.012186288,-0.054136249
12/31/2021,0.016167305,0.020790122,0.06971293,-0.006505808,0.0246458,0.033640317,0.056438092,0.016569567,0.071479595,0.003898298,-0.117336418,0.104311641,0.151313488,0.014532571,0.158975729,0.118925462,0.069447274,0.089021489,0.114155471,0.009875006,-0.047496063,0.059568617,0.00698151,-0.07519838,-0.058004644,1.211450725,-0.027500877,-0.003940787,0.111933565,0.109674428,-0.023929284,0.106187907,0.051612046,0.376742701,0.11297895,0.103407628,0.08333337,0.079989898,0.059443231,-0.026316206,0.005037773,0.050883532,0.068080531,0.061487729,0.077203943,-0.005489004,0.008292257,0.044852052,0.138434779,0.047841377,0.095751841,0.04042704,0.122371168,-0.006358387
1/31/2022,-0.092267835,-0.063509924,-0.042746973,-0.028014746,0.050595509,-0.082839493,0.125420813,0.021805125,0.058791925,-0.070454429,0.000758173,-0.044467705,-0.050748579,0.175183243,0.059732644,-0.010628346,0.007866202,0.014967542,-0.009481082,0.040619367,-0.127167275,0.088560919,0.08628379,-0.073215962,-0.078060289,-0.033864637,-0.053984819,-0.089156818,0.040577824,-0.057035457,0.331738566,0.019842379,0.064909675,0.143014677,-0.053564562,0.1264514,0.129229661,0.067138328,0.005410455,-0.171620902,0.019476063,0.091675345,0.0211842,0.009215261,0.083653589,-0.02320284,-0.004019959,0.011436403,0.113602737,-0.009236078,0.039635087,0.09070069,-0.014792169,0.031201396
2/28/2022,-0.055639087,0.190833164,-0.077598082,-0.0980409,-0.029757561,-0.166130332,-0.002708553,0.028305878,0.028800362,0.031783102,-0.27358355,-0.012144257,-0.081561972,0.117942224,-0.087684855,0.027860991,-0.032713357,0.071463451,-0.003113809,-0.108746751,0.266920134,0.147333577,0.192701301,0.331123914,-0.028609858,-0.251546281,0.032608728,-0.044868521,0.255370113,-0.027570241,0.016437269,-0.051918255,-0.074826921,-0.133990269,0.012976669,0.020062013,-0.076295634,0.088549033,0.090424573,0.217873905,-0.044828848,0.026824116,0.293619243,-0.027154469,0.01427006,-0.076455705,-0.216729826,0.053373371,0.039793745,0.121097769,0.154128591,0.008033581,0.201228129,-0.004655657
3/31/2022,-0.085935685,0.117439603,0.000793148,0.168696633,0.183298822,0.075437559,0.007161179,0.032867375,0.116611072,0.09478463,-0.066495286,0.099727695,0.098507485,0.140666292,-0.004578062,0.128810976,0.046693016,0.195861791,0.12793585,-0.008816578,-0.03002641,0.066244294,0.118498863,0.073339994,-0.011792308,-0.085397087,-0.102632574,-0.131275983,-0.216962955,0.170843721,0.012579419,0.157718516,-0.054289311,0.109213619,0.033784336,-0.068144177,0.097344963,0.119898132,0.033450485,0.099570166,0.16074175,0.050240763,-0.116240976,0.034312081,0.154436299,-0.051687512,-0.137074237,0.072210197,0.07812607,0.081063309,0.020636887,0.081010373,0.089633917,-0.030399126
4/30/2022,0.000526845,0.02478178,-0.119747081,0.070869453,-0.057403721,0.062500359,-0.112157782,-0.006605109,-0.043632792,-0.051948887,-0.17084175,-0.052795627,-4.92E-05,-0.185192072,-0.022986693,-0.050561777,-0.01279345,-0.115915275,-0.013126323,-0.042617598,-0.060968007,-0.017534641,0.022437142,-0.045605702,-0.143482876,-0.210845222,-0.137828222,-0.088529239,-0.083634114,-0.004070967,0.106422364,-0.031327817,-0.027728199,-0.16615369,0.005726772,0.076598103,-0.118280792,-0.050905545,-0.022934311,-0.104182166,0.028382809,-0.036161357,-0.125510187,-0.024983485,-0.164187949,-0.015793725,-0.033872063,-0.04616925,-0.073454665,-0.025257096,-0.074254269,-0.050123309,-0.084780135,0.000802807
5/31/2022,-0.083868674,-0.024525812,-0.009008934,-0.044468314,0.019794389,-0.016504215,0.000652145,-0.035289096,0.024910658,8.45E-07,-0.026845875,0.004590171,0.019829533,0.104231821,-0.047059746,0.032487112,0.008816865,0.057234317,0.070796475,-0.077097468,-0.167137925,0.070865148,0.032735056,-0.296807463,-0.049902808,0.026716744,0.006804041,-0.11483097,0.037923158,-0.027878046,0.056850709,0.086757516,-0.060011702,-0.068882358,-0.020432116,0.0389926,0.137196971,0.063812916,-0.058422201,-0.177052083,-0.063109497,-0.03129627,-0.023520507,-0.073486993,-0.04472364,-0.13919351,0.066354552,0.05708706,0.068901394,0.000458409,0.068365651,-0.032767421,-0.004965563,-0.004018201
6/30/2022,-0.004672282,-0.05309437,0.022725949,0.057442084,-0.138841702,-0.213425534,-0.217772365,-0.120664746,-0.216391726,-0.113078665,0.058620711,-0.068538361,-0.142361067,-0.108554748,4.85E-07,-0.120311689,-0.019814732,-0.138654854,-0.089522493,0.01547104,-0.106120184,-0.126958447,-0.104353694,-0.000325483,-0.139817103,-0.055761013,-0.256758714,-0.057567659,-0.153671322,-0.094329424,-0.104623016,-0.085966593,-0.098609966,-0.220607298,-0.096639891,0.015248845,-0.048258104,-0.131770826,-0.082360372,-0.040259979,-0.025508173,-0.070118443,-0.168324515,-0.087712957,-0.119286613,-0.074327406,0.381054216,-0.137040816,-0.158318241,-0.039238636,-0.238200238,-0.078774565,-0.179746877,-0.137901755
7/31/2022,0.145071897,0.021164359,-0.064890728,-0.019389469,0.022546514,0.192014788,0.053392629,0.015561933,0.0310201,0.1117185,0.198697624,0.080432076,0.097165825,-0.062968455,0.037039118,0.004993452,0.079932345,0.050983538,0.04284635,0.157771096,0.004529176,0.046513041,0.0187216,0.006600437,0.044305928,0.007873993,0.118181162,0.065099874,0.018824141,0.054635105,-0.059271689,0.046205847,0.026647684,0.108474798,0.023784915,-0.051471729,0.123941295,0.031061633,0.133212195,0.018086507,-0.025439216,0.010462682,-0.107971188,-0.027948618,0.001482743,0.020277498,-0.004769255,0.051881093,0.099739949,0.019991434,0.032506316,0.051857682,0.093849859,0.12534983
8/31/2022,-0.023992753,-0.166560965,-0.145649601,0.121916293,0.045428566,0.003721663,-0.106693626,0.03380934,-0.021829758,-0.063875891,-0.11956636,-0.034020753,-0.059778645,-0.197611448,-0.075902596,0.02586236,-0.065141786,-0.021052009,-0.092079836,0.009616487,-0.048965389,-0.028908184,0.081381875,-0.099214041,0.015841364,-0.100561572,-0.032519768,0.584337249,-0.022595011,0.020856261,-0.050964592,-0.06768199,0.134703272,-0.220386326,0.065078928,0.047184325,0.010666079,-0.044527993,0.037814169,-0.194775245,0.059203557,0.108366925,0.003848314,0.161702461,-0.042483424,-0.047556857,0.029425977,-0.067981976,0.047054891,0.005473813,-0.046377932,-0.085405216,-0.006774048,-0.136339042
9/30/2022,-0.083589589,-0.038024604,-0.311731989,-0.102411606,-0.074947119,0.05550473,-0.035171784,-0.072121292,-0.032445469,-0.065789342,-0.089504785,-0.069196958,-0.074565661,0.019239413,0.012822675,-0.240048446,-0.072838821,-0.053453152,-0.110723683,0.016314408,0.087270432,-0.015087415,0.001058911,0.085769593,-0.067924695,-0.247863323,-0.222688898,0.034076069,-0.004658661,2.331574307,-0.098444493,-0.122895255,0.00840639,-0.127702434,-0.042143444,-0.037325367,0.00245005,-0.027002524,-0.052290027,-0.010195497,0.116071415,-0.096501728,0.074680204,-0.084428449,-0.145799232,0.060575292,-0.06698102,0.042320358,0.028346609,-0.06965142,-0.010064464,-0.032264385,0.123798288,-0.141075312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STDEV,0.090564704,0.111833726,0.143752035,0.074421252,0.111256602,0.143887975,0.101220786,0.100502202,0.079614175,0.155921021,0.242495929,0.077060823,0.080033622,0.127656636,0.153755642,0.098013383,0.122403385,0.085196616,0.101171226,0.079329767,0.145020559,0.112134922,0.086954731,0.159731537,0.125654498,0.34635206,0.219872315,0.153453597,0.17658902,0.31018245,0.247686683,0.10815394,0.075426783,0.265438032,0.063694363,0.07497368,0.177489427,0.078020451,0.08660926,0.197414405,0.081864808,0.099115509,0.12401656,0.070832465,0.098964933,0.093235964,0.091607838,0.071214173,0.10938402,0.080040972,0.085765738,0.056473919,0.110443243,0.074851172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,0.766464187,-0.250543415,-0.184675814,0.193084257,0.427205877,0.421612365,0.450941632,0.40035732,0.100062478,0.085544841,-1.85493196,-0.210223997,-0.099318785,1.650332744,-1.557189893,0.930457399,0.146495387,0.526947713,0.654010781,-0.400649919,1.300284427,0.649187348,1.502690699,1.788327236,-0.205075633,0.383861123,-0.77655366,0.036139537,2.566410092,3.105013192,1.688752505,0.607834369,0.117006878,1.643288646,0.867375826,0.291354021,-0.565072962,0.328144225,0.336044249,1.587723757,0.414931249,0.15979686,2.086141936,0.185172844,-0.017573776,0.19082594,0.40352022,0.078319664,0.881569254,0.487207879,1.35747708,0.016213326,1.741320965,-0.105282222
